id,question_id,input_json,expected_output,is_hidden,timeout_ms
,51,"{""s"": ""([)]""}",false,FALSE,2000
,51,"{""s"": ""(""}",false,TRUE,2000
,51,"{""s"": ""{[]}()""}",true,TRUE,2000
,52,"{""placeholder"": true}",TBD,FALSE,2000
,52,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,53,"{""placeholder"": true}",TBD,FALSE,2000
,53,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,54,"{""placeholder"": true}",TBD,FALSE,2000
,54,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,55,"{""placeholder"": true}",TBD,FALSE,2000
,55,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,56,"{""placeholder"": true}",TBD,FALSE,2000
,56,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,57,"{""placeholder"": true}",TBD,FALSE,2000
,57,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,58,"{""placeholder"": true}",TBD,FALSE,2000
,58,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,59,"{""placeholder"": true}",TBD,FALSE,2000
,59,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,60,"{""placeholder"": true}",TBD,FALSE,2000
,60,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,61,"{""placeholder"": true}",TBD,FALSE,2000
,61,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,62,"{""placeholder"": true}",TBD,FALSE,2000
,62,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,63,"{""placeholder"": true}",TBD,FALSE,2000
,63,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,64,"{""placeholder"": true}",TBD,FALSE,2000
,64,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,65,"{""placeholder"": true}",TBD,FALSE,2000
,65,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,66,"{""placeholder"": true}",TBD,FALSE,2000
,66,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,67,"{""s"": ""anagram"", ""t"": ""nagaram""}",true,FALSE,2000
,67,"{""s"": ""rat"", ""t"": ""car""}",false,FALSE,2000
,67,"{""s"": ""a"", ""t"": ""a""}",true,TRUE,2000
,68,"{""placeholder"": true}",TBD,FALSE,2000
,68,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,69,"{""placeholder"": true}",TBD,FALSE,2000
,69,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,70,"{""placeholder"": true}",TBD,FALSE,2000
,70,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,71,"{""placeholder"": true}",TBD,FALSE,2000
,71,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,72,"{""placeholder"": true}",TBD,FALSE,2000
,72,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,73,"{""placeholder"": true}",TBD,FALSE,2000
,73,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,74,"{""placeholder"": true}",TBD,FALSE,2000
,74,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,75,"{""s"": ""abcabcbb""}",3,FALSE,2000
,75,"{""s"": ""bbbbb""}",1,FALSE,2000
,75,"{""s"": ""pwwkew""}",3,TRUE,2000
,75,"{""s"": """"}",0,TRUE,2000
,76,"{""placeholder"": true}",TBD,FALSE,2000
,76,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,77,"{""placeholder"": true}",TBD,FALSE,2000
,77,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,78,"{""placeholder"": true}",TBD,FALSE,2000
,78,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,79,"{""placeholder"": true}",TBD,FALSE,2000
,79,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,80,"{""s"": ""ADOBECODEBANC"", ""t"": ""ABC""}",BANC,FALSE,2000
,80,"{""s"": ""a"", ""t"": ""aa""}",,TRUE,2000
,81,"{""s"": ""ADOBECODEBANC"", ""t"": ""ABC""}",BANC,FALSE,2000
,81,"{""s"": ""a"", ""t"": ""aa""}",,TRUE,2000
,82,"{""placeholder"": true}",TBD,FALSE,2000
,82,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,83,"{""placeholder"": true}",TBD,FALSE,2000
,83,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,84,"{""n"": 5, ""first_bad"": 3}",3,FALSE,2000
,84,"{""n"": 1, ""first_bad"": 1}",1,TRUE,2000
,85,"{""placeholder"": true}",TBD,FALSE,2000
,85,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,86,"{""s"": ""A man, a plan, a canal: Panama""}",true,FALSE,2000
,86,"{""s"": ""race a car""}",false,FALSE,2000
,87,"{""placeholder"": true}",TBD,FALSE,2000
,87,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,88,"{""placeholder"": true}",TBD,FALSE,2000
,88,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,89,"{""placeholder"": true}",TBD,FALSE,2000
,89,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,90,"{""placeholder"": true}",TBD,FALSE,2000
,90,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,91,"{""placeholder"": true}",TBD,FALSE,2000
,91,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,92,"{""placeholder"": true}",TBD,FALSE,2000
,92,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,93,"{""placeholder"": true}",TBD,FALSE,2000
,93,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,94,"{""placeholder"": true}",TBD,FALSE,2000
,94,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,95,"{""placeholder"": true}",TBD,FALSE,2000
,95,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,96,"{""list"": [1, 2, 3, 4, 5]}",5 4 3 2 1,FALSE,2000
,96,"{""list"": [7]}",7,TRUE,2000
,97,"{""placeholder"": true}",TBD,FALSE,2000
,97,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,98,"{""placeholder"": true}",TBD,FALSE,2000
,98,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,99,"{""placeholder"": true}",TBD,FALSE,2000
,99,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,100,"{""placeholder"": true}",TBD,FALSE,2000
,100,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,101,"{""arr"": [1, 3, 5, 6, 9], ""target"": 6}",3,FALSE,2000
,101,"{""arr"": [1, 3, 5, 6, 9], ""target"": 4}",-1,TRUE,2000
,102,"{""placeholder"": true}",TBD,FALSE,2000
,102,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,103,"{""placeholder"": true}",TBD,FALSE,2000
,103,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,104,"{""placeholder"": true}",TBD,FALSE,2000
,104,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,105,"{""placeholder"": true}",TBD,FALSE,2000
,105,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,106,"{""placeholder"": true}",TBD,FALSE,2000
,106,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,107,"{""placeholder"": true}",TBD,FALSE,2000
,107,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,108,"{""s"": ""abcabcbb""}",3,FALSE,2000
,108,"{""s"": ""bbbbb""}",1,FALSE,2000
,108,"{""s"": ""pwwkew""}",3,TRUE,2000
,108,"{""s"": """"}",0,TRUE,2000
,109,"{""placeholder"": true}",TBD,FALSE,2000
,109,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,110,"{""placeholder"": true}",TBD,FALSE,2000
,110,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,111,"{""s"": ""eceba"", ""k"": 2}",3,FALSE,2000
,111,"{""s"": ""aa"", ""k"": 1}",2,TRUE,2000
,112,"{""placeholder"": true}",TBD,FALSE,2000
,112,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,113,"{""placeholder"": true}",TBD,FALSE,2000
,113,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,114,"{""placeholder"": true}",TBD,FALSE,2000
,114,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,115,"{""placeholder"": true}",TBD,FALSE,2000
,115,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,116,"{""placeholder"": true}",TBD,FALSE,2000
,116,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,117,"{""placeholder"": true}",TBD,FALSE,2000
,117,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,118,"{""placeholder"": true}",TBD,FALSE,2000
,118,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,119,"{""nums"": [1, 3, 2, 6, -1, 4, 1], ""k"": 3}","[2.0, 3.6667, 2.3333, 3.0, 1.3333]",FALSE,2000
,119,"{""nums"": [5, 5, 5, 5, 5], ""k"": 2}","[5.0, 5.0, 5.0, 5.0]",TRUE,2000
,120,"{""placeholder"": true}",TBD,FALSE,2000
,120,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,121,"{""placeholder"": true}",TBD,FALSE,2000
,121,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,122,"{""placeholder"": true}",TBD,FALSE,2000
,122,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,123,"{""placeholder"": true}",TBD,FALSE,2000
,123,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,124,"{""placeholder"": true}",TBD,FALSE,2000
,124,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,125,"{""placeholder"": true}",TBD,FALSE,2000
,125,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,126,"{""height"": [1, 8, 6, 2, 5, 4, 8, 3, 7]}",49,FALSE,2000
,127,"{""s"": ""A man, a plan, a canal: Panama""}",true,FALSE,2000
,127,"{""s"": ""race a car""}",false,FALSE,2000
,128,"{""placeholder"": true}",TBD,FALSE,2000
,128,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,129,"{""placeholder"": true}",TBD,FALSE,2000
,129,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,130,"{""placeholder"": true}",TBD,FALSE,2000
,130,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,131,"{""placeholder"": true}",TBD,FALSE,2000
,131,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,132,"{""placeholder"": true}",TBD,FALSE,2000
,132,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,133,"{""placeholder"": true}",TBD,FALSE,2000
,133,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,134,"{""s"": ""(([]){})""}",true,FALSE,2000
,134,"{""s"": ""([)]""}",false,FALSE,2000
,134,"{""s"": ""(""}",false,TRUE,2000
,134,"{""s"": ""{[]}()""}",true,TRUE,2000
,135,"{""placeholder"": true}",TBD,FALSE,2000
,135,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,136,"{""s"": ""(([]){})""}",true,FALSE,2000
,136,"{""s"": ""([)]""}",false,FALSE,2000
,136,"{""s"": ""(""}",false,TRUE,2000
,136,"{""s"": ""{[]}()""}",true,TRUE,2000
,137,"{""s"": ""(([]){})""}",true,FALSE,2000
,137,"{""s"": ""([)]""}",false,FALSE,2000
,137,"{""s"": ""(""}",false,TRUE,2000
,137,"{""s"": ""{[]}()""}",true,TRUE,2000
,138,"{""placeholder"": true}",TBD,FALSE,2000
,138,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,139,"{""placeholder"": true}",TBD,FALSE,2000
,139,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,140,"{""placeholder"": true}",TBD,FALSE,2000
,140,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,141,"{""placeholder"": true}",TBD,FALSE,2000
,141,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,142,"{""placeholder"": true}",TBD,FALSE,2000
,142,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,143,"{""placeholder"": true}",TBD,FALSE,2000
,143,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,144,"{""placeholder"": true}",TBD,FALSE,2000
,144,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,145,"{""placeholder"": true}",TBD,FALSE,2000
,145,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,146,"{""placeholder"": true}",TBD,FALSE,2000
,146,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,147,"{""placeholder"": true}",TBD,FALSE,2000
,147,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,148,"{""placeholder"": true}",TBD,FALSE,2000
,148,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,149,"{""placeholder"": true}",TBD,FALSE,2000
,149,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,150,"{""placeholder"": true}",TBD,FALSE,2000
,150,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,151,"{""s"": ""ADOBECODEBANC"", ""t"": ""ABC""}",BANC,FALSE,2000
,151,"{""s"": ""a"", ""t"": ""aa""}",,TRUE,2000
,152,"{""placeholder"": true}",TBD,FALSE,2000
,152,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,153,"{""a"": [1, 2, 2, 1], ""b"": [2, 2]}",2,FALSE,2000
,153,"{""a"": [1, 2, 3], ""b"": [2, 3, 4]}",2 3,TRUE,2000
,154,"{""placeholder"": true}",TBD,FALSE,2000
,154,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,155,"{""s"": ""babad""}",bab,FALSE,2000
,155,"{""s"": ""cbbd""}",bb,FALSE,2000
,155,"{""s"": ""a""}",a,TRUE,2000
,156,"{""placeholder"": true}",TBD,FALSE,2000
,156,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,157,"{""s"": ""ADOBECODEBANC"", ""t"": ""ABC""}",BANC,FALSE,2000
,157,"{""s"": ""a"", ""t"": ""aa""}",,TRUE,2000
,158,"{""placeholder"": true}",TBD,FALSE,2000
,158,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,159,"{""placeholder"": true}",TBD,FALSE,2000
,159,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,160,"{""placeholder"": true}",TBD,FALSE,2000
,160,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,161,"{""placeholder"": true}",TBD,FALSE,2000
,161,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,162,"{""placeholder"": true}",TBD,FALSE,2000
,162,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,163,"{""placeholder"": true}",TBD,FALSE,2000
,163,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,164,"{""s"": ""ADOBECODEBANC"", ""t"": ""ABC""}",BANC,FALSE,2000
,164,"{""s"": ""a"", ""t"": ""aa""}",,TRUE,2000
,165,"{""placeholder"": true}",TBD,FALSE,2000
,165,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,166,"{""placeholder"": true}",TBD,FALSE,2000
,166,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,167,"{""placeholder"": true}",TBD,FALSE,2000
,167,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,168,"{""placeholder"": true}",TBD,FALSE,2000
,168,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,169,"{""s"": ""ADOBECODEBANC"", ""t"": ""ABC""}",BANC,FALSE,2000
,169,"{""s"": ""a"", ""t"": ""aa""}",,TRUE,2000
,170,"{""placeholder"": true}",TBD,FALSE,2000
,170,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,171,"{""placeholder"": true}",TBD,FALSE,2000
,171,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,172,"{""list"": [1, 2, 3, 4, 5]}",5 4 3 2 1,FALSE,2000
,172,"{""list"": [7]}",7,TRUE,2000
,173,"{""s"": ""abcabcbb""}",3,FALSE,2000
,173,"{""s"": ""bbbbb""}",1,FALSE,2000
,173,"{""s"": ""pwwkew""}",3,TRUE,2000
,173,"{""s"": """"}",0,TRUE,2000
,174,"{""placeholder"": true}",TBD,FALSE,2000
,174,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,175,"{""placeholder"": true}",TBD,FALSE,2000
,175,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,176,"{""placeholder"": true}",TBD,FALSE,2000
,176,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,177,"{""placeholder"": true}",TBD,FALSE,2000
,177,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,178,"{""placeholder"": true}",TBD,FALSE,2000
,178,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,179,"{""placeholder"": true}",TBD,FALSE,2000
,179,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,180,"{""placeholder"": true}",TBD,FALSE,2000
,180,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,181,"{""placeholder"": true}",TBD,FALSE,2000
,181,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,182,"{""placeholder"": true}",TBD,FALSE,2000
,182,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,183,"{""placeholder"": true}",TBD,FALSE,2000
,183,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,184,"{""placeholder"": true}",TBD,FALSE,2000
,184,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,185,"{""placeholder"": true}",TBD,FALSE,2000
,185,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,186,"{""placeholder"": true}",TBD,FALSE,2000
,186,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,187,"{""placeholder"": true}",TBD,FALSE,2000
,187,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,188,"{""placeholder"": true}",TBD,FALSE,2000
,188,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,189,"{""placeholder"": true}",TBD,FALSE,2000
,189,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,190,"{""placeholder"": true}",TBD,FALSE,2000
,190,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,191,"{""placeholder"": true}",TBD,FALSE,2000
,191,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,192,"{""placeholder"": true}",TBD,FALSE,2000
,192,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,193,"{""placeholder"": true}",TBD,FALSE,2000
,193,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,194,"{""placeholder"": true}",TBD,FALSE,2000
,194,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,195,"{""placeholder"": true}",TBD,FALSE,2000
,195,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,196,"{""nums"": [2, 7, 11, 15, 1, 8], ""target"": 9}",0 1,FALSE,2000
,196,"{""nums"": [3, 2, 4, 6], ""target"": 6}",1 2,FALSE,2000
,196,"{""nums"": [3, 3], ""target"": 6}",0 1,TRUE,2000
,197,"{""placeholder"": true}",TBD,FALSE,2000
,197,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,198,"{""placeholder"": true}",TBD,FALSE,2000
,198,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,199,"{""placeholder"": true}",TBD,FALSE,2000
,199,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,200,"{""placeholder"": true}",TBD,FALSE,2000
,200,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,201,"{""placeholder"": true}",TBD,FALSE,2000
,201,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
